rank,moki_name,moki_id,score,class,rarity,stat_strength,stat_speed,stat_defense,stat_dexterity,stat_fortitude,image_url,thumbnail_url,category,page,date_scraped
27,THANK U 4 PLAYIN,1055,16665,Sprinter,Legendary,42.00,574.03,402.61,262.00,41.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_2eb550b90059e71cbe70974992dcf01007d8e3f687f64276a6d1d46c74ca3e8e_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_2eb550b90059e71cbe70974992dcf01007d8e3f687f64276a6d1d46c74ca3e8e_64x64.png,Champion,1,2026-02-27 07:44 UTC
28,Shado,8887,16630,Center,Legendary,300.45,379.35,400.45,39.00,300.27,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_94491afd09f0c35157e95dee5606dc367806abaff210a8e3006b58557309a8ef_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_94491afd09f0c35157e95dee5606dc367806abaff210a8e3006b58557309a8ef_64x64.png,Champion,1,2026-02-27 07:44 UTC
29,Teardrop,392,16630,Defender,Legendary,254.00,354.85,461.00,97.65,71.35,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Teardrop_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Teardrop_64x64.png,Champion,1,2026-02-27 07:44 UTC
30,Banana Mogger,807,16605,Defender,Legendary,233.00,270.45,532.08,33.28,16.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_921564b2ac23d177f500c7f55fc2c4fcead0a7d36cb2167bb73b96e169ea8f82_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_921564b2ac23d177f500c7f55fc2c4fcead0a7d36cb2167bb73b96e169ea8f82_64x64.png,Champion,1,2026-02-27 07:44 UTC
31,Cry Bunny,3563,16465,Defender,Legendary,312.41,351.43,560.76,58.00,45.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_edc0fb0fad533c6a95fa84570ee20ac098e1f03ed1b0ea03af5ebe7ed49f332f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_edc0fb0fad533c6a95fa84570ee20ac098e1f03ed1b0ea03af5ebe7ed49f332f_64x64.png,Champion,1,2026-02-27 07:44 UTC
32,Goldilocks,523,16445,Defender,Legendary,251.70,302.63,594.07,44.00,50.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_37ed6cf852a79b9de2450085015da8bcdac73bc287753effbd959261f1462ef9_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_37ed6cf852a79b9de2450085015da8bcdac73bc287753effbd959261f1462ef9_64x64.png,Champion,1,2026-02-27 07:44 UTC
33,Amber,3836,16400,Striker,Legendary,25.00,407.40,56.30,503.62,263.30,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_ec13342d2b9a2ed978b63b2704be77fd9dc9fd1c9b6a12f4926a9785618a9ab0_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_ec13342d2b9a2ed978b63b2704be77fd9dc9fd1c9b6a12f4926a9785618a9ab0_64x64.png,Champion,1,2026-02-27 07:44 UTC
34,BadAss,1173,16370,Defender,Legendary,265.00,326.92,566.54,46.00,77.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c48761e38cad3ae82571c885cb4fd4b9c8376e61dcd67b6cc21686cbefa9363f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c48761e38cad3ae82571c885cb4fd4b9c8376e61dcd67b6cc21686cbefa9363f_64x64.png,Champion,1,2026-02-27 07:44 UTC
35,Rynnie,8509,16365,Defender,Legendary,268.78,357.81,554.12,35.00,38.10,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_0a97c1ed94a81da87745d85bf24d4eb53bee94464502198f097ba889b3877af2_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_0a97c1ed94a81da87745d85bf24d4eb53bee94464502198f097ba889b3877af2_64x64.png,Champion,1,2026-02-27 07:44 UTC
36,Fernecito,5710,16350,Striker,Legendary,27.00,317.15,35.00,491.52,288.32,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f38d9c0123af3e24e42b3692de373a8cea9f5b602f42b7a59a40191c59fc1943_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f38d9c0123af3e24e42b3692de373a8cea9f5b602f42b7a59a40191c59fc1943_64x64.png,Champion,1,2026-02-27 07:44 UTC
37,Lil Tomato,1071,16310,Defender,Legendary,218.00,266.48,485.50,64.25,165.02,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_877dd4b238d6376f3f62f69eca0770a7cb6d9305e2a152f152a9520a6942357c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_877dd4b238d6376f3f62f69eca0770a7cb6d9305e2a152f152a9520a6942357c_64x64.png,Champion,1,2026-02-27 07:44 UTC
38,Palmer,8277,16285,Sprinter,Legendary,68.62,576.37,324.41,266.89,63.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_806ca9c12e26c069f3af76e276c592aa085b71bf04f7f01a45bd7dcca3946fb2_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_806ca9c12e26c069f3af76e276c592aa085b71bf04f7f01a45bd7dcca3946fb2_64x64.png,Champion,1,2026-02-27 07:44 UTC
39,SuperMagus,235,16285,Defender,Legendary,300.08,301.02,531.22,89.15,83.77,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_bc9f5d635d63accf8397e9cb8084618e1bfe394eae181cfe518b636b555c7ce6_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_bc9f5d635d63accf8397e9cb8084618e1bfe394eae181cfe518b636b555c7ce6_64x64.png,Champion,1,2026-02-27 07:44 UTC
40,DUNG SHOGUN,368,16200,Defender,Legendary,260.00,362.57,550.11,45.00,82.89,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_0556cf47cb22844c987e7d6be4c841d1e5bc873fc464859e87dda551e7988257_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_0556cf47cb22844c987e7d6be4c841d1e5bc873fc464859e87dda551e7988257_64x64.png,Champion,1,2026-02-27 07:44 UTC
41,Fishoo,8316,16195,Bruiser,Legendary,496.95,19.00,220.00,31.00,220.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_ca354668d6f60c07bd6f57a736213f77bde1362fdcac38406b7fa05f182af9f1_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_ca354668d6f60c07bd6f57a736213f77bde1362fdcac38406b7fa05f182af9f1_64x64.png,Champion,1,2026-02-27 07:44 UTC
42,Garrison,6142,16150,Striker,Legendary,69.00,362.43,60.00,535.29,343.05,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_a75a4829aacec512d7d2c3ed1816bb49e280681d502a433bfafd1f52f45df932_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_a75a4829aacec512d7d2c3ed1816bb49e280681d502a433bfafd1f52f45df932_64x64.png,Champion,1,2026-02-27 07:44 UTC
43,Maomao,7858,16145,Defender,Legendary,221.00,333.99,555.81,17.00,43.90,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_240a4fd6ffe669bf53dbd887ae61d11f8b051ba982ec90378ff49a113849bfbc_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_240a4fd6ffe669bf53dbd887ae61d11f8b051ba982ec90378ff49a113849bfbc_64x64.png,Champion,1,2026-02-27 07:44 UTC
44,KingOfRatz,4509,16095,Defender,Legendary,350.37,356.82,560.32,61.00,65.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_KingOfRatz_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_KingOfRatz_64x64.png,Champion,1,2026-02-27 07:44 UTC
45,Tamanuki,8579,16050,Striker,Legendary,71.00,275.00,47.00,472.00,260.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Tamanuki_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Tamanuki_64x64.png,Champion,1,2026-02-27 07:44 UTC
46,24K,6821,16035,Defender,Legendary,250.93,340.96,542.89,30.00,27.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_3adb82204c485cb46e5b46141720378203da79046a69bbb76d7f74ad6c879a75_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_3adb82204c485cb46e5b46141720378203da79046a69bbb76d7f74ad6c879a75_64x64.png,Champion,1,2026-02-27 07:44 UTC
47,Antithei,6191,16000,Striker,Legendary,62.00,339.94,52.00,592.66,320.18,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f30bb2687e46904b45586f97228391c3cc43ce62e2203359c2bc13131b89be3f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f30bb2687e46904b45586f97228391c3cc43ce62e2203359c2bc13131b89be3f_64x64.png,Champion,1,2026-02-27 07:44 UTC
48,The Last Samurai,3186,16000,Striker,Legendary,36.00,352.27,64.00,510.66,302.15,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_bd6446218817cd17333b71a96e52ce899c718bfc54e361e0c54dfc7a8ff31f32_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_bd6446218817cd17333b71a96e52ce899c718bfc54e361e0c54dfc7a8ff31f32_64x64.png,Champion,1,2026-02-27 07:44 UTC
49,Migatte Seishin,8575,15975,Defender,Legendary,244.00,321.64,601.72,52.00,50.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d1ca705b639efcfd20bdb090b56fbe1e40bba3c4641897e8cb2d3636251bf3c2_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d1ca705b639efcfd20bdb090b56fbe1e40bba3c4641897e8cb2d3636251bf3c2_64x64.png,Champion,1,2026-02-27 07:44 UTC
50,Mr Teabag,1863,15970,Bruiser,Legendary,561.11,62.50,216.00,67.66,217.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_47add106ee19c3beedd1d76ca8723a983397e8bb3d3d458cd9a06c3462e70b25_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_47add106ee19c3beedd1d76ca8723a983397e8bb3d3d458cd9a06c3462e70b25_64x64.png,Champion,1,2026-02-27 07:44 UTC
51,Filthy,6009,15950,Striker,Legendary,68.39,306.17,63.00,575.85,289.50,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f0b548f765006fcce90660c30b027b6a3042ee1906be395067b1824046a4f288_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f0b548f765006fcce90660c30b027b6a3042ee1906be395067b1824046a4f288_64x64.png,Champion,1,2026-02-27 07:44 UTC
52,Lucid,3185,15950,Sprinter,Legendary,30.00,531.51,300.55,235.00,30.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_985d7e7dfeb0003d5381ec9880d83b848a4f037dde9f7eef8c54922b35da2d59_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_985d7e7dfeb0003d5381ec9880d83b848a4f037dde9f7eef8c54922b35da2d59_64x64.png,Champion,1,2026-02-27 07:44 UTC
53,Samurai Boi,2660,15950,Striker,Legendary,34.00,259.70,23.00,518.77,239.01,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_400ed368893cda4578fa034e62c1671ccd92167697bc273894940ed4ed73e9af_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_400ed368893cda4578fa034e62c1671ccd92167697bc273894940ed4ed73e9af_64x64.png,Champion,1,2026-02-27 07:44 UTC
54,Kuroshi,6025,15945,Defender,Legendary,252.65,315.07,537.78,54.21,62.80,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_8a95f752b77cff1531e8597673958557c799485a9e645371a77e3a123fcacade_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_8a95f752b77cff1531e8597673958557c799485a9e645371a77e3a123fcacade_64x64.png,Champion,1,2026-02-27 07:44 UTC
55,Moki Fanatic,3722,15935,Sprinter,Legendary,26.00,480.65,304.40,229.00,35.81,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_2831435a95b44a3ca6e772de41581658551e8eeb13cb7c0abbf5243112a1f763_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_2831435a95b44a3ca6e772de41581658551e8eeb13cb7c0abbf5243112a1f763_64x64.png,Champion,1,2026-02-27 07:44 UTC
56,I WILL FARM U,8401,15925,Center,Legendary,400.02,300.31,385.31,58.00,300.58,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_54248d1af2446036cd4fbe6913037611bd32470dbeae49120c3d52fa50399189_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_54248d1af2446036cd4fbe6913037611bd32470dbeae49120c3d52fa50399189_64x64.png,Champion,1,2026-02-27 07:44 UTC
57,Borealis,7958,15900,Striker,Legendary,57.33,377.33,55.00,567.09,310.25,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Borealis_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Borealis_64x64.png,Champion,1,2026-02-27 07:44 UTC
58,Rae,5925,15900,Grinder,Legendary,217.33,47.60,13.00,247.79,450.05,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_6e40e00506bd948ef0d686b78abefc1194fa566426f7e84698dbe69ebda62dab_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_6e40e00506bd948ef0d686b78abefc1194fa566426f7e84698dbe69ebda62dab_64x64.png,Champion,1,2026-02-27 07:44 UTC
59,Shine,857,15890,Sprinter,Legendary,5.00,469.27,333.23,232.00,22.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_ccc6992a86fcf6cd3ece8bcf400bd50694f66125ba3655512ed5780bf11bd560_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_ccc6992a86fcf6cd3ece8bcf400bd50694f66125ba3655512ed5780bf11bd560_64x64.png,Champion,1,2026-02-27 07:44 UTC
60,Uni,5890,15880,Defender,Legendary,214.00,231.84,436.71,29.00,13.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_a5236f40033aa83450cfb124ef44cca3dfd07d1b08872862dacea18bffbf6c64_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_a5236f40033aa83450cfb124ef44cca3dfd07d1b08872862dacea18bffbf6c64_64x64.png,Champion,1,2026-02-27 07:44 UTC
61,Krampy,7215,15875,Defender,Legendary,241.00,308.99,526.52,22.00,38.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_eec649dd217bafce632f71d5985f726357983cfcfea44646bb399d0c35e73299_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_eec649dd217bafce632f71d5985f726357983cfcfea44646bb399d0c35e73299_64x64.png,Champion,1,2026-02-27 07:44 UTC
62,Long Dinger,3432,15870,Sprinter,Legendary,29.95,522.70,330.28,227.00,4.67,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_8624efbb95ac650514e754d5a02c094fec8f6a7af0f562178b4c9cfa572cecea_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_8624efbb95ac650514e754d5a02c094fec8f6a7af0f562178b4c9cfa572cecea_64x64.png,Champion,1,2026-02-27 07:44 UTC
63,Kintama,7360,15850,Striker,Legendary,40.00,345.52,74.00,554.02,277.32,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Kintama_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Kintama_64x64.png,Champion,1,2026-02-27 07:44 UTC
64,Bloodmoon,539,15830,Defender,Legendary,224.00,320.39,527.38,21.00,18.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_bbf5912ceb529d74ad5297fd8eeff2fdf02940e5cb8083de0b10f1aacf5ac408_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_bbf5912ceb529d74ad5297fd8eeff2fdf02940e5cb8083de0b10f1aacf5ac408_64x64.png,Champion,1,2026-02-27 07:44 UTC
65,Chef Maki,7008,15770,Defender,Legendary,268.00,383.49,500.77,51.00,47.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5a03dfce261a3a235a92ba93f7e6e58d766f7eca0c1f65094b007161eacb5ebe_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5a03dfce261a3a235a92ba93f7e6e58d766f7eca0c1f65094b007161eacb5ebe_64x64.png,Champion,1,2026-02-27 07:44 UTC
66,Fuoco Fatuo,6882,15765,Defender,Legendary,256.47,398.26,600.00,39.00,56.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f620392b8cb98feb002531ac076c78a226fe858f3bc430d45bfc85e8f52e7734_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f620392b8cb98feb002531ac076c78a226fe858f3bc430d45bfc85e8f52e7734_64x64.png,Champion,1,2026-02-27 07:44 UTC
67,Dango,6300,15750,Striker,Legendary,22.00,228.67,33.96,550.14,242.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_9f638a289702bde28f962c34282538aad267b2d6a1151352b37b3c0a53784f41_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_9f638a289702bde28f962c34282538aad267b2d6a1151352b37b3c0a53784f41_64x64.png,Champion,1,2026-02-27 07:44 UTC
68,POOtaTurd,818,15705,Sprinter,Legendary,49.00,580.89,400.33,279.87,65.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b3501f0b213ca439a1ffa1ecf0b4d7934501f502efdf2062a027fb9a750c564c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b3501f0b213ca439a1ffa1ecf0b4d7934501f502efdf2062a027fb9a750c564c_64x64.png,Champion,1,2026-02-27 07:44 UTC
69,Hoppi,7370,15700,Striker,Legendary,45.00,358.78,46.00,600.24,300.18,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d0cdd9e1716c785d94d7af8e6f7c004338f9ed1e4bd1bb61914e9af6e62aea30_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d0cdd9e1716c785d94d7af8e6f7c004338f9ed1e4bd1bb61914e9af6e62aea30_64x64.png,Champion,1,2026-02-27 07:44 UTC
70,MahoShojo,4193,15700,Striker,Legendary,68.00,338.52,38.00,578.55,324.93,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_MahoShojo_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_MahoShojo_64x64.png,Champion,1,2026-02-27 07:44 UTC
71,MOKIPACK,2288,15690,Striker,Legendary,59.00,370.88,66.00,563.34,346.16,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_MOKIPACK_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_MOKIPACK_64x64.png,Champion,1,2026-02-27 07:44 UTC
