rank,moki_name,moki_id,score,class,rarity,stat_strength,stat_speed,stat_defense,stat_dexterity,stat_fortitude,image_url,thumbnail_url,category,page,date_scraped
3,Moki #5383,5383,7450,Striker,Legendary,12.00,238.69,16.00,429.82,220.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_39aeba936b0582fb56d79adc33e411bef9c892a7d081a6899f57de0cd9c88e75_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_39aeba936b0582fb56d79adc33e411bef9c892a7d081a6899f57de0cd9c88e75_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
4,Moki #8513,8513,7415,Bruiser,Legendary,424.00,35.00,204.00,23.00,214.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_804f4a24c1feda0fa10898d0fb7fd2fb3351092093c05a5c9cb79a5b4469f73c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_804f4a24c1feda0fa10898d0fb7fd2fb3351092093c05a5c9cb79a5b4469f73c_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
5,Moki #5257,5257,7280,Striker,Legendary,50.00,283.00,59.00,549.79,285.57,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_9342e82f5aa87c0b74027bcd2057a500318cbac59737398c5275a95beed289b4_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_9342e82f5aa87c0b74027bcd2057a500318cbac59737398c5275a95beed289b4_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
6,Moki #4140,4140,7280,Grinder,Legendary,305.34,147.44,58.33,239.00,440.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_e50e53938d0c51aaf143ed27db2ae3c7eaf8287a7508dc58548dd2b31e41a97f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_e50e53938d0c51aaf143ed27db2ae3c7eaf8287a7508dc58548dd2b31e41a97f_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
7,Moki #5158,5158,7220,Grinder,Legendary,299.93,36.12,69.45,242.23,442.81,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_9234b3ff544809dc3410468a9c1c56c896a7865212995d039dcc7b65f46db4c7_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_9234b3ff544809dc3410468a9c1c56c896a7865212995d039dcc7b65f46db4c7_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
8,McYolo,209,7190,Bruiser,Legendary,589.63,45.00,291.01,71.00,267.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_0c84e96710fe01870bbdc2faba552bb11b39902257db8c970574c12409098b98_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_0c84e96710fe01870bbdc2faba552bb11b39902257db8c970574c12409098b98_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
9,Moki #5815,5815,7140,Center,Legendary,247.67,249.00,237.00,27.00,240.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_1a59fe9aff04ce8a6ab36b1e4a1c48d2f578eff3cbb69ac7e9475751f87d5a10_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_1a59fe9aff04ce8a6ab36b1e4a1c48d2f578eff3cbb69ac7e9475751f87d5a10_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
10,Moki #6839,6839,7040,Defender,Legendary,226.00,311.94,519.05,14.32,38.83,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_498c24ccc3213cfc9da5fd704171f25d9bed4901d498256bea55bea36e71c451_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_498c24ccc3213cfc9da5fd704171f25d9bed4901d498256bea55bea36e71c451_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
11,Moki #3503,3503,7010,Anchor,Legendary,362.32,47.74,243.00,235.00,248.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_326fb41cd1eee0eb18d4d3f75beff702cd0fdfd3cabeca633a013494aac7ca7f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_326fb41cd1eee0eb18d4d3f75beff702cd0fdfd3cabeca633a013494aac7ca7f_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
12,Moki #907,907,7010,Forward,Legendary,296.38,294.83,29.99,290.48,271.49,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_87d3d0eb07342b8cbf74c0515cf1cef9d5ee9e95e582ad78f61446ab7b5f352c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_87d3d0eb07342b8cbf74c0515cf1cef9d5ee9e95e582ad78f61446ab7b5f352c_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
13,Tsurugi,2766,7000,Grinder,Legendary,311.80,54.59,75.00,265.00,500.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c89d39cc42d13d6c644a9b41f39c415848c697abffee33d94601572f98dac9ed_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c89d39cc42d13d6c644a9b41f39c415848c697abffee33d94601572f98dac9ed_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
14,Moki #8351,8351,6950,Center,Legendary,245.00,238.00,238.00,14.00,265.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b7347ab353010cd8d7c9f695d4046f5117c995d917667e0f3d403012d62e8751_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b7347ab353010cd8d7c9f695d4046f5117c995d917667e0f3d403012d62e8751_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
15,Moki #5328,5328,6920,Striker,Legendary,17.00,235.00,18.00,408.00,222.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_073d88f98b178d5c965a63cba6a5ee07628e8fe38b820c532e4a3ffd6046b0eb_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_073d88f98b178d5c965a63cba6a5ee07628e8fe38b820c532e4a3ffd6046b0eb_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
16,Grumpy  Maid,7143,6910,Bruiser,Legendary,549.87,22.33,218.00,14.00,218.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_70dc6001fb7043f8a7bc9f722c627346477d2418d2df40837e3fdf93edc9ab44_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_70dc6001fb7043f8a7bc9f722c627346477d2418d2df40837e3fdf93edc9ab44_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
17,Moki #4048,4048,6910,Sprinter,Legendary,27.00,417.00,226.00,209.00,21.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_448b11fd561b4d609ed8c4c148a9c9bdeaf39cd988e3cae97cea1f12d8abd006_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_448b11fd561b4d609ed8c4c148a9c9bdeaf39cd988e3cae97cea1f12d8abd006_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
18,Moki #3433,3433,6905,Flanker,Legendary,303.78,282.02,241.00,245.00,20.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_355a089570f7e79be256ad494fec98df4eb9460ea0e6963b212fd3849500e74b_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_355a089570f7e79be256ad494fec98df4eb9460ea0e6963b212fd3849500e74b_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
19,Moki #3472,3472,6870,Center,Legendary,265.33,237.67,316.66,23.00,246.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_27cd347d0781d677a70222284aa1e19cd141550582497ec21cb1512917ccd563_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_27cd347d0781d677a70222284aa1e19cd141550582497ec21cb1512917ccd563_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
20,Moki #2251,2251,6850,Support,Legendary,31.28,286.39,255.29,344.92,252.38,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_38b97b6bfceece147496e465bde60042cd1cbb9104c432d64c74c90ef3a4b50b_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_38b97b6bfceece147496e465bde60042cd1cbb9104c432d64c74c90ef3a4b50b_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
21,Moki #1741,1741,6825,Sprinter,Legendary,27.00,430.00,219.00,214.00,10.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_26bdd2e3c93bc7df29abe4e178a14b8462b56d09f18f81c40dedef82651b1759_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_26bdd2e3c93bc7df29abe4e178a14b8462b56d09f18f81c40dedef82651b1759_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
22,Moki #7377,7377,6815,Flanker,Legendary,351.81,248.58,237.00,253.32,105.61,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5312686f57f6260991b87f0b365ce0a8b517701e6cb32e31502834e27991764c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5312686f57f6260991b87f0b365ce0a8b517701e6cb32e31502834e27991764c_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
23,Moki #6113,6113,6810,Forward,Legendary,271.18,380.09,16.00,250.00,255.32,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_6b5ab9819580dbf356b0232d805bee2ceb5148ea2ff6a69579e4b90e99063287_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_6b5ab9819580dbf356b0232d805bee2ceb5148ea2ff6a69579e4b90e99063287_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
24,Moki #4259,4259,6810,Sprinter,Legendary,10.00,434.00,217.00,221.00,18.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_87f07e87ac1bf508c6f3e0595dff083c8696e46434572a8f6e1c205ec3e4e20c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_87f07e87ac1bf508c6f3e0595dff083c8696e46434572a8f6e1c205ec3e4e20c_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
25,Moki #252,252,6800,Grinder,Legendary,225.53,118.86,24.10,279.15,454.25,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f41a71193a26d47469841b637c84450b15c9d70334068261522acb9d7b614c2d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f41a71193a26d47469841b637c84450b15c9d70334068261522acb9d7b614c2d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
26,Moki #2242,2242,6790,Bruiser,Legendary,524.82,25.04,262.12,25.18,231.38,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_841bd3a97c74d3fbcdf4672d10444fadebe605688191db7daa5871d4b8c1e50f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_841bd3a97c74d3fbcdf4672d10444fadebe605688191db7daa5871d4b8c1e50f_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
27,Moki #374,374,6790,Bruiser,Legendary,435.96,21.00,214.00,19.00,222.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_24cae7c247e369ada6eee23c70064bffd16b1f4dd78aa3b95b270a0ca837496d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_24cae7c247e369ada6eee23c70064bffd16b1f4dd78aa3b95b270a0ca837496d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
28,Moki #6632,6632,6785,Forward,Legendary,265.29,260.00,22.00,233.00,242.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_2a2e7b1db6ec593f20b0721591cdc74d7f6b74aebc7632a0ece4ce67f08cdba2_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_2a2e7b1db6ec593f20b0721591cdc74d7f6b74aebc7632a0ece4ce67f08cdba2_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
29,Moki #3276,3276,6780,Bruiser,Legendary,421.00,35.00,218.00,8.00,218.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_201fe2a47e28834f50ccf9cd17a63f22d6285433d00d57abe340ca9af2c7ab2d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_201fe2a47e28834f50ccf9cd17a63f22d6285433d00d57abe340ca9af2c7ab2d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
30,Moki #4343,4343,6750,Striker,Legendary,3.00,231.64,23.00,563.17,220.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5cbb41a504d592da722c86368a867871539ce8bdfde1cb7fa42fe96249236aa3_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5cbb41a504d592da722c86368a867871539ce8bdfde1cb7fa42fe96249236aa3_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
31,Moki #4879,4879,6745,Grinder,Legendary,237.08,115.73,18.00,299.14,444.71,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_8f3a870a82f61c0353d15084f1480bd4c93f9047b150b871015994b32c028924_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_8f3a870a82f61c0353d15084f1480bd4c93f9047b150b871015994b32c028924_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
32,Moki #4035,4035,6745,Grinder,Legendary,236.00,96.53,97.84,231.00,423.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_e755bbb1a234a5dfdef2d9f644920a637b0e6d56ad1c373779159bbd57f70302_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_e755bbb1a234a5dfdef2d9f644920a637b0e6d56ad1c373779159bbd57f70302_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
33,Moki #5327,5327,6735,Support,Legendary,33.00,315.15,370.82,234.00,244.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_dd183f879a2632a5aa6b21ce0248bd4109ac850ca15c164722452044b83f2072_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_dd183f879a2632a5aa6b21ce0248bd4109ac850ca15c164722452044b83f2072_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
34,Moki #5531,5531,6730,Anchor,Legendary,236.00,36.00,235.00,247.00,246.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_6f150796b8a7ae09979d9f18460e72caf514c57044a0bd7a771db1eefec24037_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_6f150796b8a7ae09979d9f18460e72caf514c57044a0bd7a771db1eefec24037_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
35,Tenten,691,6720,Support,Legendary,13.00,336.78,292.23,288.65,279.15,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_0149e2149645d4ae9f3ecc187357e611d222e809236ef4929b652687f4a2f6d8_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_0149e2149645d4ae9f3ecc187357e611d222e809236ef4929b652687f4a2f6d8_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
36,Moki #3590,3590,6715,Bruiser,Legendary,531.31,49.00,270.32,55.50,246.62,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d9f3927922bd4f9fab926368c98a47ad235b8cbbf65714692059794a78bef738_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d9f3927922bd4f9fab926368c98a47ad235b8cbbf65714692059794a78bef738_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
37,Moki #1992,1992,6700,Striker,Legendary,15.00,243.00,11.00,412.00,219.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f2a90d283618a3c139cdeee7e39312e10fe7cf296263634376b059a81eb573c4_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f2a90d283618a3c139cdeee7e39312e10fe7cf296263634376b059a81eb573c4_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
38,Moki #8412,8412,6680,Bruiser,Legendary,434.00,26.00,210.00,6.00,224.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_66bf6345bee81fbb5c5178d77643dd28cb7c333403b3c64b1dfb153627be8f9d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_66bf6345bee81fbb5c5178d77643dd28cb7c333403b3c64b1dfb153627be8f9d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
39,Moki #6689,6689,6680,Striker,Legendary,82.07,270.00,40.00,466.01,385.04,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_721e71665aff67fccb809e3b70b2e8a2790d89805a079c94a1564a856a19d7cc_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_721e71665aff67fccb809e3b70b2e8a2790d89805a079c94a1564a856a19d7cc_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
40,Moki #8061,8061,6670,Flanker,Legendary,243.00,245.00,237.00,248.00,27.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c87399206d82c3058b714a8fb33e599e8525021b954bab595472a8a78d785f00_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c87399206d82c3058b714a8fb33e599e8525021b954bab595472a8a78d785f00_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
41,Moki #5052,5052,6655,Support,Legendary,10.00,276.07,257.00,368.72,277.31,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_4038f3b0386aeb33d21922c10dc9c8de9413d839bce8e5a6eddd147dec399f66_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_4038f3b0386aeb33d21922c10dc9c8de9413d839bce8e5a6eddd147dec399f66_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
42,Moki #8848,8848,6650,Grinder,Legendary,229.00,13.00,29.00,327.24,424.29,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_a5ee010d8fb83519af3f451c83ebeaa4df99f256712065bf19e1e5a85637a0ab_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_a5ee010d8fb83519af3f451c83ebeaa4df99f256712065bf19e1e5a85637a0ab_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
43,Moki #7356,7356,6650,Grinder,Legendary,223.00,15.00,11.00,227.00,424.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_910b5ca1df9fc56f3cfea29844f8995cee298d32d4536547b6e176d422edc09c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_910b5ca1df9fc56f3cfea29844f8995cee298d32d4536547b6e176d422edc09c_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
44,Moki #1998,1998,6645,Bruiser,Legendary,543.44,28.33,244.00,30.00,230.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_bbd52acfb83bad401385d15d4c2c2854fd41063fecb26cb0495dcce7061b7119_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_bbd52acfb83bad401385d15d4c2c2854fd41063fecb26cb0495dcce7061b7119_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
45,Moki #6228,6228,6640,Grinder,Legendary,218.00,22.00,23.00,226.00,411.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_1ada183995ea0148ffc7d276a9fb0f4ad466c3a0c925740a1d405b81a7f80b58_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_1ada183995ea0148ffc7d276a9fb0f4ad466c3a0c925740a1d405b81a7f80b58_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
46,Moki #2884,2884,6640,Flanker,Legendary,268.50,245.00,248.00,236.00,22.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_559ab87d683d47fbe53c1cfa3106ea0adf65e42783430c0d5bbbfefd9b31456e_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_559ab87d683d47fbe53c1cfa3106ea0adf65e42783430c0d5bbbfefd9b31456e_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
47,Moki #3271,3271,6635,Forward,Legendary,240.00,245.00,15.00,261.00,239.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_429da51168cad6e89916d7c783759e993827caed985093f1d076734109206136_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_429da51168cad6e89916d7c783759e993827caed985093f1d076734109206136_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
48,Moki #1854,1854,6630,Bruiser,Legendary,421.00,6.00,204.00,15.00,254.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_9f9fc3c6527b10870d9dd05197948a4f4e5f1ed3dcec2ac619f752f338ec9cde_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_9f9fc3c6527b10870d9dd05197948a4f4e5f1ed3dcec2ac619f752f338ec9cde_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
49,Moki #7957,7957,6610,Flanker,Legendary,346.45,244.00,250.30,251.53,101.14,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_51f8da07cc5c867590bcd8ce9c95fdff5c296e5161491fc46f0b20459b2f7449_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_51f8da07cc5c867590bcd8ce9c95fdff5c296e5161491fc46f0b20459b2f7449_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
50,Moki #1263,1263,6600,Bruiser,Legendary,425.00,34.00,235.00,29.00,227.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d1c92e7846de4eb22aaad436a08586c7be0eba5dc0024095225e4492b0cb11e0_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d1c92e7846de4eb22aaad436a08586c7be0eba5dc0024095225e4492b0cb11e0_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
51,Moki #495,495,6600,Defender,Legendary,220.00,300.38,528.41,19.00,12.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_cacf825e35a74e7d137a35bdebf1b2cc07e5b0869a4e6e4985685ee6379ba534_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_cacf825e35a74e7d137a35bdebf1b2cc07e5b0869a4e6e4985685ee6379ba534_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
52,Moki #6089,6089,6590,Bruiser,Legendary,451.50,17.97,234.00,30.79,225.10,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_257aed065657baf9e2df6ca3df9b8e4409788b8af450b09439bfc68a83f8f652_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_257aed065657baf9e2df6ca3df9b8e4409788b8af450b09439bfc68a83f8f652_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
53,Moki #892,892,6590,Flanker,Legendary,266.00,271.00,264.00,267.00,32.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_137c4fe7e5685649945ed83991bb6e4731e30b8e97d16436e8f06dcb8a9abfa3_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_137c4fe7e5685649945ed83991bb6e4731e30b8e97d16436e8f06dcb8a9abfa3_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
54,Moki #8692,8692,6585,Sprinter,Legendary,13.00,419.00,236.00,223.00,9.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b44465165e931ef2fac97077f9616cca07a4a55aac91415c7d0585a3807d9e98_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b44465165e931ef2fac97077f9616cca07a4a55aac91415c7d0585a3807d9e98_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
55,Moki #8702,8702,6580,Grinder,Legendary,218.00,38.00,12.00,215.00,417.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_cc6d217795d14a5cdc52a8dfe5cf39e335c22bf1b75af1200bed70e8ba96b84d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_cc6d217795d14a5cdc52a8dfe5cf39e335c22bf1b75af1200bed70e8ba96b84d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
56,Moki #1400,1400,6575,Flanker,Legendary,323.32,284.63,302.87,270.79,64.73,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f0f44373258f6af9dc62386f25f90a2abfffd6155ff7c04e032b1e53006ff1df_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f0f44373258f6af9dc62386f25f90a2abfffd6155ff7c04e032b1e53006ff1df_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
